SNO,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,target
3723,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3724,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
3730,f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3731,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
3734,f,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3737,f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e
3742,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p
3746,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,e
3747,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,p
3753,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3754,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3757,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
3760,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3765,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e
3769,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3770,f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
3776,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,p
3777,f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3780,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
3783,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3788,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p
3792,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
3793,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3799,f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e
3800,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3803,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3806,f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,e
3811,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,p
3815,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3816,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,p
3822,x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3823,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
3826,f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3829,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e
3834,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3838,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
3839,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3845,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,e
3846,x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3849,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3852,f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3857,f,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3861,x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3862,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,e
3868,f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,e
3869,x,f,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3872,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,p
3875,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3880,x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3884,f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3885,f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
3891,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,p
3892,f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,e
3895,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
3898,f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,e
3903,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p
3907,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,p
3908,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,p
3914,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p
3915,x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e
3918,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,p
3921,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3926,x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p
3930,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,p
3931,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p
3937,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p
3938,f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e
3941,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,p
3944,f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3949,f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
3953,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p
3954,x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3960,x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,p
3961,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,p
3964,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
3967,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,p
3972,x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,p
3976,x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3977,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p
3983,f,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,p
3984,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
3987,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
3990,f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3995,x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3999,f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
4000,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,p
4006,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p
4007,f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e
4010,f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
4013,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,e
4018,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p
4022,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
4023,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p
4029,f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,p
4030,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,p
4033,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
4036,x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,p
4041,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,p
4045,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p
4046,x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p
4052,x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
4053,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,p
4056,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,p
4059,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p
4064,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p
4068,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p
4069,f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
4075,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
4076,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
4079,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
4082,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p
4087,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,p
4091,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,p
4092,f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,p
4098,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,p
4099,x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p
4102,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p
4105,x,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
4110,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
4114,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
4115,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p
4121,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,p
4122,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e
4125,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e
4128,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
4133,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,p
4137,x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4138,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,p
4144,f,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,p
4145,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p
4148,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,p
4151,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e
4156,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e
4160,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e
4161,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p
4167,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p
4168,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,p
4171,x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,p
4174,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,p
4179,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
4183,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,p
4184,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e
4190,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p
4191,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,p
4194,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
4197,x,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
4202,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,p
4206,x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4207,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,p
4213,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p
4214,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
4217,f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,p
4220,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,p
4225,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
4229,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,p
4230,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,p
4236,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,p
4237,f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
4240,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,p
4243,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,p
4248,x,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,p
4252,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
4253,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,p
4259,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
4260,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p
4263,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
4266,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,p
4271,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,p
4275,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,p
4276,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,p
4282,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
4283,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
4286,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4289,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p
4294,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
4298,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,p
4299,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,p
4305,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,p
4306,f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e
4309,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
4312,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,p
4317,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,p
4321,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
4322,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
4328,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,p
4329,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p
4332,k,y,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,e
4335,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,p
4340,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
4344,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
4345,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p
4351,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,p
4352,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
4355,f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,p
4358,x,s,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
4363,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p
4367,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
4368,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4374,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,p
4375,x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,p
4378,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,p
4381,x,y,b,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
4386,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,p
4390,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
4391,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p
4397,x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,e
4398,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p
4401,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,p
4404,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4409,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,p
4413,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
4414,f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p
4420,x,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
4421,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,p
4424,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p
4427,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,p
4432,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
4436,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,p
4437,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,p
4443,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p
4444,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,p
4447,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,p
4450,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p
4455,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
4459,x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,p
4460,k,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
4466,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,p
4467,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,p
4470,x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,p
4473,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
4478,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,p
4482,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,p
4483,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
4489,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,p
4490,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p
4493,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
4496,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p
4501,x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,p
4505,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,p
4506,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4512,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p
4513,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
4516,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,p
4519,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,p
4524,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4528,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p
4529,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
4535,f,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
4536,f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p
4539,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,p
4542,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p
4547,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,p
4551,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,p
4552,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,p
4558,x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,e
4559,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
4562,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,p
4565,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
4570,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
4574,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
4575,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,p
4581,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
4582,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
4585,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p
4588,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p
4593,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,p
4597,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,p
4598,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4604,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
4605,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
4608,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p
4611,x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
4616,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,p
4620,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
4621,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,p
4627,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,p
4628,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,p
4631,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
4634,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,p
4639,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,p
4643,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,p
4644,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
